condition,response,row_number,array_size_condition,index_array_size_condition,index_observation,index_utterance,id
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,12,60
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,60
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,6,59
1,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,14,59
0,"['most', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,19,59
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,59
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,59
0,"['none', 'all', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,6,59
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,10,59
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,24,59
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,59
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,59
0,"['all', 'none', 'wrong']","[12, 12, 12, 12, 12]",wideShort,0,1,25,59
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,59
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,59
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,59
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,23,59
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,59
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,59
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,59
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,59
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,59
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,58
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,58
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,58
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,58
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,58
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,58
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,58
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,58
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,58
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,58
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,58
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,58
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,58
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,58
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,58
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,20,58
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,58
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,58
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,58
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,27,58
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,57
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,22,57
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,57
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,57
1,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,57
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,26,57
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,57
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,57
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,57
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,57
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,57
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,57
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,57
0,"['all', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,29,57
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,57
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,57
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,57
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,57
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,57
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,56
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,56
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,56
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,56
0,"['none', 'all', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,6,56
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,56
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,56
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,56
1,"['most', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,20,56
1,"['most', 'some', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,18,56
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,56
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,10,56
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,56
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,56
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,56
1,"['all', 'some', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,26,56
0,"['most', 'some', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,19,56
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,56
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,56
1,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,20,55
0,"['some', 'some', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,11,55
0,"['some', 'some', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,11,55
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,55
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,55
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,55
0,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,21,55
1,"['some', 'some', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,10,55
1,"['some', 'some', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,10,55
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,55
0,"['most', 'some', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,19,55
1,"['most', 'some', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,18,55
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,55
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,26,55
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,55
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,55
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,54
0,"['some', 'some', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,11,54
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,54
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,54
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,54
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,54
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,54
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,54
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,54
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,54
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,20,54
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,54
0,"['all', 'none', 'wrong']","[12, 12, 12, 12, 12]",wideShort,0,1,25,54
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,54
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,54
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,54
0,"['some', 'some', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,10,54
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,54
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,54
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,54
1,"['some', 'some', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,10,53
1,"['most', 'some', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,18,53
1,"['most', 'most', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,20,53
1,"['most', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,20,53
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,53
0,"['most', 'some', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,19,53
0,"['most', 'some', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,19,53
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,53
0,"['some', 'some', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,11,53
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,53
0,"['most', 'most', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,21,53
1,"['most', 'some', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,18,53
0,"['some', 'some', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,11,53
0,"['some', 'some', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,11,53
0,"['some', 'none', 'wrong']","[12, 12, 12, 12, 12]",wideShort,0,1,9,53
1,"['some', 'most', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,13,53
0,"['some', 'some', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,11,53
1,"['some', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,12,53
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,52
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,52
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,52
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,52
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,52
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,21,52
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,52
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,52
1,"['all', 'none', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,24,52
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,52
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,52
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,52
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,52
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,52
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,52
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,52
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,52
0,"['all', 'none', 'wrong']","[12, 12, 12, 12, 12]",wideShort,0,1,25,52
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,52
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,52
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,51
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,51
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,51
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,51
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,51
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,51
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,51
1,"['most', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,18,51
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,51
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,51
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,51
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,51
0,"['most', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,23,51
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,51
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,51
1,"['some', 'all', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,14,51
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,51
1,"['most', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,20,51
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,51
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,51
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,50
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,50
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,50
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,50
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,50
1,"['all', 'most', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,29,50
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,50
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,50
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,50
0,"['most', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,21,50
1,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,50
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,50
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,50
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,50
0,"['most', 'all', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,23,50
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,50
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,50
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,50
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,50
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,50
1,"['some', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,12,49
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,49
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,49
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,49
0,"['some', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,11,49
1,"['some', 'all', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,14,49
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,49
0,"['all', 'most', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,29,49
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,49
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,49
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,49
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,22,49
0,"['most', 'most', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,21,49
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,49
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,49
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,49
0,"['most', 'all', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,23,49
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,49
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,48
1,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,14,48
1,"['most', 'most', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,20,48
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,48
0,"['most', 'most', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,21,48
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,48
1,"['none', 'all', 'right']","[0, 0, 0, 0, 0]",wideShort,0,15,6,48
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,48
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,48
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,48
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,48
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,48
0,"['most', 'some', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,19,48
0,"['most', 'most', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,20,48
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,48
0,"['all', 'some', 'wrong']","[9, 9, 3, 3, 3]",wideShort,0,0,27,48
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,48
0,"['all', 'some', 'wrong']","[9, 9, 0, 0, 0]",wideShort,0,14,27,48
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,48
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,48
1,"['some', 'all', 'right']","[12, 12, 0, 0, 0]",wideShort,0,4,14,47
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,47
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,47
1,"['some', 'most', 'right']","[9, 9, 3, 0, 0]",wideShort,0,17,12,47
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,6,47
1,"['most', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,20,47
0,"['none', 'all', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,6,47
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,47
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,47
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,47
0,"['most', 'most', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,20,47
1,"['all', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,30,47
0,"['most', 'most', 'wrong']","[3, 3, 3, 0, 0]",wideShort,0,19,21,47
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,47
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,22,47
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,47
1,"['all', 'most', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,28,47
0,"['some', 'all', 'wrong']","[12, 12, 3, 0, 0]",wideShort,0,11,15,47
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,47
0,"['some', 'none', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,8,46
1,"['some', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,14,46
0,"['all', 'some', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,27,46
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,46
1,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,46
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,46
0,"['some', 'some', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,10,46
1,"['some', 'most', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,12,46
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,46
0,"['all', 'some', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,27,46
1,"['all', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,26,46
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,46
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,46
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,46
0,"['some', 'all', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,15,46
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,46
0,"['all', 'some', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,27,46
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,46
0,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,15,46
1,"['all', 'most', 'right']","[12, 12, 9, 9, 9]",wideShort,0,6,28,46
0,"['some', 'most', 'wrong']","[12, 12, 9, 3, 3]",wideShort,0,9,13,45
1,"['some', 'some', 'wrong']","[3, 3, 3, 3, 3]",wideShort,0,7,11,45
0,"['most', 'some', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,18,45
1,"['most', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,23,45
1,"['most', 'some', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,18,45
1,"['some', 'most', 'right']","[12, 12, 3, 3, 3]",wideShort,0,10,12,45
0,"['most', 'some', 'wrong']","[12, 12, 9, 0, 0]",wideShort,0,5,19,45
0,"['some', 'all', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,15,45
1,"['some', 'some', 'wrong']","[3, 3, 0, 0, 0]",wideShort,0,12,11,45
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,45
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,45
0,"['some', 'most', 'wrong']","[9, 9, 9, 3, 3]",wideShort,0,13,13,45
0,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,15,45
0,"['all', 'some', 'wrong']","[9, 9, 9, 9, 9]",wideShort,0,3,27,45
1,"['most', 'all', 'right']","[12, 12, 12, 9, 9]",wideShort,0,16,22,45
1,"['most', 'all', 'right']","[12, 12, 12, 3, 3]",wideShort,0,8,22,45
0,"['some', 'all', 'wrong']","[12, 12, 12, 0, 0]",wideShort,0,18,15,45
1,"['most', 'most', 'right']","[12, 12, 9, 3, 3]",wideShort,0,9,20,44
1,"['some', 'some', 'right']","[3, 3, 0, 0, 0]",wideShort,0,12,10,44
0,"['all', 'all', 'wrong']","[0, 0, 0, 0, 0]",wideShort,0,15,31,44
1,"['some', 'most', 'right']","[9, 9, 3, 3, 3]",wideShort,0,0,12,44
1,"['some', 'some', 'right']","[3, 3, 3, 0, 0]",wideShort,0,19,10,44
0,"['some', 'some', 'wrong']","[12, 12, 12, 9, 9]",wideShort,0,16,11,44
0,"['some', 'all', 'wrong']","[12, 12, 0, 0, 0]",wideShort,0,4,15,44
0,"['most', 'most', 'wrong']","[9, 9, 3, 0, 0]",wideShort,0,17,21,44
0,"['some', 'all', 'right']","[12, 12, 12, 12, 12]",wideShort,0,1,14,44
1,"['all', 'most', 'right']","[9, 9, 9, 9, 9]",wideShort,0,3,28,44
1,"['all', 'some', 'right']","[3, 3, 3, 3, 3]",wideShort,0,7,26,44
1,"['some', 'all', 'right']","[12, 12, 3, 0, 0]",wideShort,0,11,14,44
0,"['some', 'all', 'wrong']","[9, 9, 9, 0, 0]",wideShort,0,2,15,44
1,"['some', 'all', 'right']","[12, 12, 9, 0, 0]",wideShort,0,5,14,44
1,"['most', 'all', 'right']","[12, 12, 12, 0, 0]",wideShort,0,18,22,44
0,"['most', 'some', 'wrong']","[12, 12, 9, 9, 9]",wideShort,0,6,19,44
0,"['most', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,21,44
0,"['none', 'all', 'right']","[9, 9, 9, 3, 3]",wideShort,0,13,6,44
1,"['some', 'most', 'right']","[9, 9, 0, 0, 0]",wideShort,0,14,12,44
0,"['some', 'most', 'wrong']","[12, 12, 12, 3, 3]",wideShort,0,8,13,44
0,"['some', 'none', 'right']","[9, 9, 9, 0, 0]",wideShort,0,2,8,43
0,"['some', 'most', 'wrong']","[12, 12, 3, 3, 3]",wideShort,0,10,13,43
